时间,x轴加速度m/s^2,y轴加速度m/s^2,z轴加速度m/s^2,方位角/度,绕x轴旋转的角度/度,绕y轴顺时针旋转的角度/度,x轴角速度P/rad/s,y轴角速度/rad/s,z轴角速度/rad/s,x轴磁场强度/uT,y轴磁场强度/uT,z轴磁场强度/uT,x轴重力加速度m/s^2,y轴重力加速度m/s^2,z轴重力加速度m/s^2,x轴线性加速度m/s^2,y轴线性加速度m/s^2,z轴线性加速度m/s^2,环境光强度/lux,大气压/hPa,0/5,
13515,1.124626636505127,0.13220344483852386,13.438092231750488,209.7023468017578,-0.04154618829488754,5.047444820404053,-0.660192608833313,-0.3110831379890442,0.7128797173500061,3.8917999267578125,-27.718399047851562,-44.908199310302734,0.8182476758956909,0.016542430967092514,9.775802612304688,0.306526780128479,0.11578214168548584,3.662485122680664,31.05875015258789,1004.5902099609375,5,
13525,0.8895317912101746,0.06819544732570648,13.490734100341797,208.28604125976562,0.5375978350639343,5.461749076843262,-0.30772337317466736,-0.4827362596988678,0.6113234162330627,3.8917999267578125,-27.718399047851562,-44.908199310302734,0.8876104354858398,-0.08217480033636093,9.769416809082031,0.0020691752433776855,0.1504913717508316,3.721512794494629,31.05875015258789,1004.5902099609375,5,
13535,0.9571290612220764,-0.018544375896453857,12.524033546447754,207.6761932373047,0.7784578800201416,5.992066383361816,-0.30772337317466736,-0.4827362596988678,0.6113234162330627,7.515199661254883,-25.82740020751953,-45.71339797973633,0.9781827926635742,-0.12258830666542053,9.760339736938477,-0.02090597152709961,0.10416505485773087,2.763890266418457,31.05875015258789,1004.5718383789062,5,
13545,0.9571290612220764,-0.018544375896453857,12.524033546447754,207.6761932373047,0.7784578800201416,5.992066383361816,-0.05451972410082817,-0.5198463201522827,0.5484042763710022,7.515199661254883,-25.82740020751953,-45.71339797973633,0.9781827926635742,-0.12258830666542053,9.760339736938477,-0.02090597152709961,0.10416505485773087,2.763890266418457,31.05875015258789,1004.5718383789062,5,
13555,1.2005987167358398,-0.11306086927652359,11.34676456451416,207.12294006347656,0.8048604726791382,6.5192975997924805,-0.05451972410082817,-0.5198463201522827,0.5484042763710022,7.515199661254883,-25.339399337768555,-46.04280090332031,1.0681698322296143,-0.12651427090168,9.750852584838867,0.13257670402526855,0.013574525713920593,1.5961084365844727,31.05875015258789,1004.5452880859375,5,
13566,1.2005987167358398,-0.11306086927652359,11.34676456451416,207.12294006347656,0.8048604726791382,6.5192975997924805,0.12018773704767227,-0.4943426847457886,0.49556443095207214,7.515199661254883,-25.339399337768555,-46.04280090332031,1.0681698322296143,-0.12651427090168,9.750852584838867,0.13257670402526855,0.013574525713920593,1.5961084365844727,31.05875015258789,1004.5452880859375,5,
13576,1.059422254562378,-0.06759724020957947,10.49073314666748,206.61280822753906,0.6713661551475525,6.994427680969238,0.12018773704767227,-0.4943426847457886,0.49556443095207214,7.917799949645996,-24.7903995513916,-46.93339920043945,1.1491914987564087,-0.10326460748910904,9.741909980773926,-0.08962142467498779,0.03578849881887436,0.749018669128418,31.05875015258789,1004.5520629882812,5,
13587,1.059422254562378,-0.06759724020957947,10.49073314666748,206.61280822753906,0.6713661551475525,6.994427680969238,0.25992316007614136,-0.41523563861846924,0.4966334402561188,7.917799949645996,-24.7903995513916,-46.93339920043945,1.1491914987564087,-0.10326460748910904,9.741909980773926,-0.08962142467498779,0.03578849881887436,0.749018669128418,31.05875015258789,1004.5520629882812,5,
13597,1.189831018447876,0.15074782073497772,9.607781410217285,206.07217407226562,0.40784862637519836,7.374657154083252,0.36651915311813354,-0.3039054572582245,0.5386304259300232,7.38100004196167,-25.266199111938477,-45.9818000793457,1.2140095233917236,-0.05793549492955208,9.734420776367188,-0.024030685424804688,0.2088044434785843,-0.12644386291503906,31.05875015258789,1004.530517578125,5,
13608,1.568495273590088,0.10348957777023315,8.913862228393555,205.4962615966797,0.07172761112451553,7.63109827041626,0.36651915311813354,-0.3039054572582245,0.5386304259300232,7.38100004196167,-25.266199111938477,-45.9818000793457,1.2578139305114746,-0.0004180028336122632,9.729029655456543,0.31082916259765625,0.10402870923280716,-0.8149709701538086,31.05875015258789,1004.530517578125,5,
